"var_titulo";"var_valoracion";"var_reviews";"var_categoria";"var_latitud";"var_longitud";"var_direccion";"var_plus_code";"var_web";"var_telefono";"var_women_led";"var_horarios";"var_cierre_temp";"var_url_gg"
"Alcampo";3,8;821;"Supermercado";41,6770324;-3,6909396;"Calle Aguilera, s/n, 09400 Aranda de Duero, Burgos";"M8G5+RJ Aranda de Duero";"alcampo.es";"947 54 66 28";"0";"miércoles, De 9:00 a 22:00; jueves, De 9:00 a 22:00; viernes, De 9:00 a 22:00; sábado, De 9:00 a 22:00; domingo, Cerrado; lunes, De 9:00 a 22:00; martes, De 9:00 a 22:00.";"-";"https://www.google.es/maps/place/Alcampo/@41.6680563,-3.6952692,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electrodom%C3%A9sticos!3m4!1s0xd442644d1be0169:0x18919b5eb1eee56a!8m2!3d41.6770324!4d-3.6909396"
"Eureka Outlet de Electrodomésticos Aranda";4,1;192;"Tienda de electrodomésticos";41,66548;-3,70763;"Av. Luis Mateos, 94, 09400 Aranda de Duero, Burgos";"M78R+5W Aranda de Duero";"eurekaelectrodomesticos.es";"947 55 94 67";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00, De 17:00 a 20:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Eureka+Outlet+de+Electrodom%C3%A9sticos+Aranda/@41.66548,-3.7163847,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electrodom%C3%A9sticos!3m4!1s0xd4427abe49882af:0x254581b7115450f7!8m2!3d41.66548!4d-3.70763"
"Juan Corsa s.l.";0;0;"Tienda de alimentación";41,6592325;-3,6885793;"Paseo Picasso, 09400 Aranda de Duero, Burgos";"M856+MH Aranda de Duero";"0";"947 51 15 07";"0";"miércoles, De 10:00 a 20:00; jueves, De 10:00 a 20:00; viernes, De 10:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 20:00; martes, De 10:00 a 20:00.";"-";"https://www.google.es/maps/place/Juan+Corsa+s.l./@41.6592325,-3.697334,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electrodom%C3%A9sticos!3m4!1s0xd4426f689e1e563:0xee4f1670cbd45596!8m2!3d41.6592325!4d-3.6885793"
"MONTES T.V. EURONICS";3,6;23;"Tienda de electrodomésticos";41,6718925;-3,6831232;"Calle Carrequemada, 35, 09400 Aranda de Duero, Burgos";"M8C8+QQ Aranda de Duero";"euronics.es";"947 50 12 27";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/MONTES+T.V.+EURONICS/@41.6680563,-3.6952692,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electrodom%C3%A9sticos!3m4!1s0xd44265d54c8540b:0xe0b870fff857035!8m2!3d41.6718925!4d-3.6831232"
"Tele Aranda Electrodomésticos";4,3;4;"Tienda de electrodomésticos";41,669212;-3,6902257;"Calle Burgo de Osma, 1, 09400 Aranda de Duero, Burgos";"M895+MW Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Tele+Aranda+Electrodom%C3%A9sticos/@41.6680563,-3.6952692,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electrodom%C3%A9sticos!3m4!1s0xd44265a55648595:0x65c25a01b8e93653!8m2!3d41.669212!4d-3.6902257"
"BricoCentro";3,9;464;"Tienda de bricolaje";41,6866397;-3,6841727;"Av. Costajan, s/n, 09400 Aranda de Duero, Burgos";"M8P8+M8 Aranda de Duero";"bricocentroaranda.es";"947 51 41 40";"0";"miércoles, De 9:00 a 21:00; jueves, De 9:00 a 21:00; viernes, De 9:00 a 21:00; sábado, De 9:00 a 21:00; domingo, Cerrado; lunes, De 9:00 a 21:00; martes, De 9:00 a 21:00.";"-";"https://www.google.es/maps/place/BricoCentro/@41.6759258,-3.694194,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+electricidad!3m4!1s0xd44263d22830f59:0xf4019831eddb3f2d!8m2!3d41.6866397!4d-3.6841727"
"Discos Vitalogy";4,6;59;"Tienda de discos";37,8854226;-4,7772497;"Calle Alfonso XIII, 14001 Córdoba";"V6PF+54 Córdoba";"facebook.com";"957 11 76 75";"0";"miércoles, De 10:00 a 13:30, De 17:30 a 20:30; jueves, De 10:00 a 13:30, De 17:30 a 20:30; viernes, De 10:00 a 14:00, De 17:30 a 20:30; sábado, De 10:30 a 13:30; domingo, Cerrado; lunes, De 10:00 a 13:30, De 17:30 a 20:30; martes, De 10:00 a 13:30, De 17:30 a 20:30.";"-";"https://www.google.es/maps/place/Discos+Vitalogy/@37.8854226,-5.0574011,10z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd6cdf7cf160116f:0x978b036bc890621!8m2!3d37.8854226!4d-4.7772497"
"Discos Amsterdam";4,5;276;"Tienda de discos";39,4809344;-0,3909507;"Av. de Pius XII, 2, Local 80, 46009 València, Valencia";"FJJ5+9J Valencia";"juanvitoria.com";"963 48 39 65";"0";"miércoles, De 11:00 a 15:00, De 16:00 a 20:00; jueves, De 11:00 a 15:00, De 16:00 a 20:00; viernes, De 11:00 a 15:00, De 16:00 a 20:00; sábado, De 11:00 a 15:00, De 16:00 a 20:00; domingo, Cerrado; lunes, De 11:00 a 15:00, De 16:00 a 20:00; martes, De 11:00 a 15:00, De 16:00 a 20:00.";"-";"https://www.google.es/maps/place/Discos+Amsterdam/@39.4809344,-0.6711021,10z/data=!3m1!5s0xd604f5c272185a3:0x95601e44a0960a20!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd604f5dd2128185:0x3fbc59010283adee!8m2!3d39.4809344!4d-0.3909507"
"Discos Ritmo";4,3;42;"Tienda de discos";39,9852867;-0,0393167;"Carrer O'Donnell, 1, 12001 Castelló de la Plana, Castelló";"XXP6+47 Castellón de la Plana";"0";"964 21 21 13";"0";"miércoles, De 9:30 a 14:00, De 16:30 a 20:30; jueves, De 9:30 a 14:00, De 16:30 a 20:30; viernes, De 9:30 a 14:00, De 16:30 a 20:30; sábado, De 9:30 a 14:00, De 16:30 a 20:30; domingo, Cerrado; lunes, De 9:30 a 14:00, De 16:30 a 20:30; martes, De 9:30 a 14:00, De 16:30 a 20:30.";"-";"https://www.google.es/maps/place/Discos+Ritmo/@39.9852867,-0.3194681,10z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd5ffe2b74659037:0xe8aea546027546cb!8m2!3d39.9852867!4d-0.0393167"
"Underground Bar & Record Shop";4,8;107;"Tienda de discos";40,0296503;-6,0891963;"Calle Patalón, 13, 10600 Plasencia, Cáceres";"2WH6+V8 Plasencia";"undergroundrecordshop.es";"639 50 10 98";"0";"miércoles, Cerrado; jueves, De 20:00 a 1:00; viernes, De 20:00 a 1:00; sábado, De 20:00 a 1:00; domingo, Cerrado; lunes, Cerrado; martes, Cerrado.";"-";"https://www.google.es/maps/place/Underground+Bar+%26+Record+Shop/@40.0296503,-6.3693477,10z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd3e164a7823b4b5:0xfb5e699491f4a3a6!8m2!3d40.0296503!4d-6.0891963"
"Discos Javier Blanco - Tomelloso";3,9;7;"Tienda de discos";39,1567962;-3,0205525;"Calle Independencia, 22, 13700 Tomelloso, Cdad. Real";"5X4H+PQ Tomelloso";"facebook.com";"926 51 41 07";"0";"miércoles, De 11:30 a 21:00; jueves, De 11:30 a 21:00; viernes, De 11:30 a 21:00; sábado, De 11:30 a 21:00; domingo, Cerrado; lunes, De 11:30 a 21:00; martes, De 11:30 a 21:00.";"-";"https://www.google.es/maps/place/Discos+Javier+Blanco+-+Tomelloso/@39.1567962,-3.3007039,10z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd68fc80828c7ce3:0xe1808705cc9186d9!8m2!3d39.1567962!4d-3.0205525"
"Discos Barracuda - Record Store";4,8;63;"Tienda de discos";42,8175197;-1,6448863;"Calle Nueva, 16, 31001 Pamplona, Navarra";"R994+22 Pamplona";"0";"948 11 26 50";"0";"miércoles, Cerrado; jueves, Cerrado; viernes, Cerrado; sábado, Cerrado; domingo, De 0:00 a 0:30; lunes, Cerrado; martes, Cerrado.";"Cerrado temporalmente";"https://www.google.es/maps/place/Discos+Barracuda+-+Record+Store/@42.2343556,-8.211355,6z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd5092f97dd8a17f:0x8c86e4666acd6b4a!8m2!3d42.8175197!4d-1.6448863"
"Disc Order";5;10;"Tienda de discos";42,533357;-6,58572;"Carr. Puebla de Sanabria, 104, 24401 Ponferrada, León";"GCM7+8P Ponferrada";"disc-order.com";"987 41 78 43";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Disc+Order/@42.2343556,-8.211355,6z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd30a5646019d2f1:0x7f7c4067ba446ce!8m2!3d42.533357!4d-6.58572"
"Discos Alta Fidelidad";4,9;84;"Tienda de discos";43,3537784;-5,8403773;"6 Centro Comercial Otero, Calle Otero, 3, 33008 Oviedo, Asturias";"9535+GR Oviedo";"discosaltafidelidad.es";"985 03 14 62";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 22:00; viernes, De 10:00 a 22:00; sábado, De 11:00 a 15:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Discos+Alta+Fidelidad/@42.2343556,-8.211355,6z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd368ceeeedfff0f:0xa3791d752b647deb!8m2!3d43.3537784!4d-5.8403773"
"DISCOS LINACERO";4,5;101;"Tienda de discos";41,6502283;-0,8833458;"C.C. Independencia, Paseo de la Independencia, 24-26, 50004 Zaragoza";"M428+3M Zaragoza";"linacero.com";"976 22 10 97";"0";"miércoles, De 10:30 a 13:30, De 16:30 a 20:30; jueves, De 10:30 a 13:30, De 16:30 a 20:30; viernes, De 10:30 a 13:30, De 16:30 a 20:30; sábado, De 10:30 a 13:30, De 16:30 a 20:30; domingo, Cerrado; lunes, De 10:30 a 13:30, De 17:00 a 21:00; martes, De 10:30 a 13:30, De 16:30 a 20:30.";"-";"https://www.google.es/maps/place/DISCOS+LINACERO/@42.2343556,-8.211355,6z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd5914ee55d906c1:0x20f7e7ba20059a49!8m2!3d41.6502283!4d-0.8833458"
"DiscoCenter";4,2;45;"Tienda de discos";41,6502454;-4,7208551;"47002, Calle Alonso Pesquera, 2, 47002 Valladolid";"M72H+3M Valladolid";"0";"983 21 23 99";"0";"miércoles, De 10:30 a 14:00, De 18:00 a 20:00; jueves, De 10:30 a 13:00, De 18:00 a 20:00; viernes, De 10:30 a 14:00, De 18:00 a 20:00; sábado, De 11:00 a 14:00; domingo, Cerrado; lunes, De 10:30 a 14:00, De 18:00 a 20:00; martes, De 10:30 a 14:00, De 18:00 a 20:00.";"-";"https://www.google.es/maps/place/DiscoCenter/@20.4098061,-76.4396051,2z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd4712b13d89a41b:0x29aa3d821850e5e5!8m2!3d41.6502454!4d-4.7208551"
"Long Play";4,4;63;"Tienda de discos";40,9630853;-5,6651965;"Calle, R. Mayor, 21, 37002 Salamanca";"X87M+6W Salamanca";"discoslongplay.com";"923 00 81 02";"0";"miércoles, De 9:30 a 13:30, De 17:00 a 20:00; jueves, De 9:30 a 13:30, De 17:00 a 20:00; viernes, De 9:30 a 13:30, De 17:00 a 20:00; sábado, De 10:00 a 13:30; domingo, Cerrado; lunes, De 9:30 a 13:30, De 17:00 a 20:00; martes, De 9:30 a 13:30, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Long+Play/@20.4098061,-77.3839465,2z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd3f2643df011f17:0x5a762a8edd0cd0a0!8m2!3d40.9630853!4d-5.6651965"
"Decibelia Importa";1;1;"Tienda de discos";42,3462658;-3,7105118;"09003 Burgos";"87WQ+GQ Burgos";"0";"648 96 48 92";"0";"miércoles, De 10:00 a 20:00; jueves, Cerrado; viernes, De 10:00 a 20:00; sábado, De 12:00 a 22:00; domingo, Cerrado; lunes, De 10:00 a 20:00; martes, Cerrado.";"-";"https://www.google.es/maps/place/Decibelia+Importa/@42.3462658,-3.7280213,14z/data=!4m9!1m3!2m2!1s+Aranda+de+Duero+Tienda+de+discos!6e6!3m4!1s0xd45fdb351cf5955:0x262774bf2bd2a094!8m2!3d42.3462658!4d-3.7105118"
"Forum Sport Aranda de Duero";4,3;58;"Tienda de deportes";41,6674938;-3,6874322;"Av. Miranda do Douro, 11, 09400 Aranda de Duero, Burgos";"M887+X2 Aranda de Duero";"forumsport.com";"947 07 00 47";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Forum+Sport+Aranda+de+Duero/@41.6674938,-3.6918096,16z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+deportes+al+aire+libre!3m4!1s0xd44265c07f0f045:0xb4f3089354a838d4!8m2!3d41.6674938!4d-3.6874322"
"Justo Muñoz";4;15;"Tienda de deportes";41,6708848;-3,6885207;"Calle Béjar, 13, 09400 Aranda de Duero, Burgos";"M8C6+9H Aranda de Duero";"justomunoz.es";"947 51 06 48";"0";"miércoles, De 10:15 a 14:00, De 17:15 a 20:30; jueves, De 10:15 a 14:00, De 17:15 a 20:30; viernes, De 10:15 a 14:00, De 17:15 a 20:30; sábado, De 10:15 a 14:00, De 17:15 a 20:30; domingo, Cerrado; lunes, De 10:15 a 14:00, De 17:15 a 20:30; martes, De 10:15 a 14:00, De 17:15 a 20:30.";"-";"https://www.google.es/maps/place/Justo+Mu%C3%B1oz/@41.6690895,-3.6921864,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+deportes!3m4!1s0xd44265b44858055:0x743856e068894a8d!8m2!3d41.6708848!4d-3.6885207"
"Zona Sport";4,6;24;"Tienda de deportes";41,671477;-3,676811;"Calle Fernán González, 26, 09400 Aranda de Duero, Burgos";"M8CF+H7 Aranda de Duero";"0";"947 50 85 05";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:30; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"-";"https://www.google.es/maps/place/Zona+Sport/@41.6690895,-3.6921864,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+deportes!3m4!1s0xd442665efc30519:0x3e1c4aa02ca7c3ba!8m2!3d41.671477!4d-3.676811"
"Deportes Dream Team";4,1;15;"Tienda de deportes";41,6702531;-3,6869207;"Calle Sta. Lucía, 15, 09400 Aranda de Duero, Burgos";"M8C7+46 Aranda de Duero";"deportesdreamteam.com";"947 51 02 51";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:00; jueves, De 10:00 a 14:00, De 17:00 a 20:00; viernes, De 10:00 a 14:00, De 17:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:00; martes, De 10:00 a 14:00, De 17:00 a 20:00.";"Cerrado temporalmente";"https://www.google.es/maps/place/Deportes+Dream+Team/@41.6690895,-3.6921864,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+deportes!3m4!1s0xd44265c90d10433:0xce6db0a3a9f60066!8m2!3d41.6702531!4d-3.6869207"
"Forum Sport Aranda de Duero";4,3;58;"Tienda de deportes";41,6674938;-3,6874322;"Av. Miranda do Douro, 11, 09400 Aranda de Duero, Burgos";"M887+X2 Aranda de Duero";"forumsport.com";"947 07 00 47";"0";"miércoles, De 10:00 a 14:00, De 17:00 a 20:30; jueves, De 10:00 a 14:00, De 17:00 a 20:30; viernes, De 10:00 a 14:00, De 17:00 a 20:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:00 a 20:30; martes, De 10:00 a 14:00, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Forum+Sport+Aranda+de+Duero/@41.6690895,-3.6921864,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+deportes!3m4!1s0xd44265c07f0f045:0xb4f3089354a838d4!8m2!3d41.6674938!4d-3.6874322"
"Yves Rocher - Aranda de Duero";4,6;34;"Tienda de productos de belleza";41,6712878;-3,685678;"Calle Isilla, 26, 09400 Aranda de Duero, Burgos";"M8C7+GP Aranda de Duero";"yves-rocher.es";"947 51 18 74";"0";"miércoles, De 10:00 a 14:00, De 17:30 a 20:00; jueves, De 10:00 a 14:00, De 17:30 a 20:00; viernes, De 10:00 a 14:00, De 17:30 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:30 a 20:00; martes, De 10:00 a 14:00, De 17:30 a 20:00.";"-";"https://www.google.es/maps/place/Yves+Rocher+-+Aranda+de+Duero/@35.7146136,-6.9161968,5z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cosm%C3%A9ticos!3m4!1s0xd44265cd014900b:0x7d779bf0d6112562!8m2!3d41.6712878!4d-3.685678"
"Avon distribution";0;0;"Tienda de cosméticos";35,7146136;-6,9161968;"0";"0";"0";"0";"0";"miércoles, Abierto 24 horas; jueves, Abierto 24 horas; viernes, Abierto 24 horas; sábado, Abierto 24 horas; domingo, Abierto 24 horas; lunes, Abierto 24 horas; martes, Abierto 24 horas.";"-";"https://www.google.es/maps/place/Avon+distribution/@35.7146136,-6.9161968,5z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cosm%C3%A9ticos!3m4!1s0xd442735bf26da1d:0x1a372b5e41cfc65c!8m2!3d35.7146136!4d-6.9161968"
"Cosmética Ana Prada";0;0;"Tienda de cosméticos";41,6599149;-3,6937908;"Calle Pisuerga, 3, 09400 Aranda de Duero, Burgos";"M854+XF Aranda de Duero";"0";"636 88 56 32";"0";"0";"-";"https://www.google.es/maps/place/Cosm%C3%A9tica+Ana+Prada/@35.7146136,-6.9161968,5z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cosm%C3%A9ticos!3m4!1s0xd4426f839a22631:0xb82beca579af237a!8m2!3d41.6599149!4d-3.6937908"
"Douglas Perfumería";3,6;25;"Perfumería";41,6713597;-3,6861942;"Calle Isilla, 17, 09400 Aranda de Duero, Burgos";"M8C7+GG Aranda de Duero";"douglas.es";"947 65 08 52";"0";"miércoles, De 10:00 a 20:00; jueves, De 10:00 a 20:00; viernes, De 10:00 a 20:00; sábado, De 10:00 a 20:00; domingo, Cerrado; lunes, De 10:00 a 20:00; martes, De 10:00 a 20:00.";"-";"https://www.google.es/maps/place/Douglas+Perfumer%C3%ADa/@35.7146136,-6.9161968,5z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cosm%C3%A9ticos!3m4!1s0xd44265cd60172c3:0xee6c463044cfffcf!8m2!3d41.6713597!4d-3.6861942"
"Plata decoración";4,9;16;"Tienda de cortinas";41,659951;-3,691597;"Avenida Castilla 71bis, 09400 Aranda de Duero, Burgos";"M855+X9 Aranda de Duero";"0";"947 50 67 24";"0";"miércoles, De 10:00 a 14:00, De 17:30 a 20:00; jueves, De 10:00 a 14:00, De 17:30 a 20:00; viernes, De 10:00 a 14:00, De 17:30 a 20:00; sábado, De 10:30 a 14:00; domingo, Cerrado; lunes, De 10:00 a 14:00, De 17:30 a 20:00; martes, De 10:00 a 14:00, De 17:30 a 20:00.";"-";"https://www.google.es/maps/place/Plata+decoraci%C3%B3n/@41.659951,-3.7091065,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cortinas!3m4!1s0xd4426f7956ae5d7:0x50f82f3f3e3d41f1!8m2!3d41.659951!4d-3.691597"
"Maquinaria Víctor Husqvarna Aranda del Duero";4,7;15;"Tienda de cortadoras de césped";41,6706542;-3,7097232;"Calle Constantin, 20, 09400 Aranda de Duero, Burgos";"M7CR+74 Aranda de Duero";"todohusqvarna.com";"947 50 27 26";"0";"miércoles, De 9:00 a 20:00; jueves, De 9:00 a 20:00; viernes, De 9:00 a 20:00; sábado, De 9:00 a 14:00; domingo, Cerrado; lunes, De 9:00 a 20:00; martes, De 9:00 a 20:00.";"-";"https://www.google.es/maps/place/Maquinaria+V%C3%ADctor+Husqvarna+Aranda+del+Duero/@41.6706542,-3.7184779,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+cortadoras+de+c%C3%A9sped!3m4!1s0xd4427ae22b90519:0x658202c1eb82f894!8m2!3d41.6706542!4d-3.7097232"
"DIALCO ARANDA, S.L.";0;0;"Tienda de congelados";41,6686132;-3,7061474;"AVENIDA PORTUGAL, Nº 21 NAVE TUDIS, 09400 Aranda de Duero, Burgos";"M79V+CG Aranda de Duero";"tudisaranda.es";"947 50 00 28";"0";"miércoles, De 9:00 a 13:45, De 17:00 a 19:00; jueves, De 9:00 a 13:45, De 17:00 a 19:00; viernes, De 9:00 a 13:45, De 17:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 13:45, De 17:00 a 19:00; martes, De 9:00 a 13:45, De 17:00 a 19:00.";"-";"https://www.google.es/maps/place/DIALCO+ARANDA,+S.L./@41.6686132,-3.7149021,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+congelados!3m4!1s0xd4427b1d9779ed9:0xec3ed57bf3440035!8m2!3d41.6686132!4d-3.7061474"
"Congelados Granda";0;0;"Tienda de congelados";41,661076;-3,692681;"Plaza Laguna Negra, 2, Bajo, 09400 Aranda de Duero, Burgos";"M864+CW Aranda de Duero";"0";"947 50 84 88";"0";"miércoles, De 9:30 a 14:30, De 17:00 a 20:30; jueves, De 9:30 a 14:30, De 17:00 a 20:30; viernes, De 9:30 a 14:30, De 17:00 a 20:30; sábado, De 9:30 a 14:30; domingo, Cerrado; lunes, De 9:30 a 14:30, De 17:00 a 20:30; martes, De 9:30 a 14:30, De 17:00 a 20:30.";"-";"https://www.google.es/maps/place/Congelados+Granda/@41.6659241,-3.692621,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+congelados!3m4!1s0xd4427eb87e56053:0x2466947155cc609a!8m2!3d41.661076!4d-3.692681"
"Juan Corsa s.l.";0;0;"Tienda de alimentación";41,6592325;-3,6885793;"Paseo Picasso, 09400 Aranda de Duero, Burgos";"M856+MH Aranda de Duero";"0";"947 51 15 07";"0";"miércoles, De 10:00 a 20:00; jueves, De 10:00 a 20:00; viernes, De 10:00 a 20:00; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 10:00 a 20:00; martes, De 10:00 a 20:00.";"-";"https://www.google.es/maps/place/Juan+Corsa+s.l./@41.6729361,-3.6958465,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+componentes+electr%C3%B3nicos!3m4!1s0xd4426f689e1e563:0xee4f1670cbd45596!8m2!3d41.6592325!4d-3.6885793"
"Musical Alvi";0;0;"Tienda de componentes electrónicos";41,6702399;-3,6877661;"Calle Sta. Lucía, 7, 09400 Aranda de Duero, Burgos";"M8C6+3V Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Musical+Alvi/@41.6729361,-3.6958465,14z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+componentes+electr%C3%B3nicos!3m4!1s0xd44265b6193e287:0x1550ead2f1888193!8m2!3d41.6702399!4d-3.6877661"
"Drogasa";0;0;"Tienda de comestibles, periódicos y medicamentos";41,6712479;-3,710997;"Av. Montecillo, 0, 09400 Aranda de Duero, Burgos";"M7CQ+FJ Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Drogasa/@41.6712479,-3.7197517,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+comestibles,+peri%C3%B3dicos+y+medicamentos!3m4!1s0xd4427b2628b2d95:0x2f041814ffc858b9!8m2!3d41.6712479!4d-3.710997"
"Fernando Salvador Salvador";0;0;"Tienda de comestibles, periódicos y medicamentos";41,6743778;-3,6860555;"C/ San Francisco, 31, 09400 Aranda de Duero, Burgos";"M8F7+QH Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Fernando+Salvador+Salvador/@41.6679259,-3.698363,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+comestibles,+peri%C3%B3dicos+y+medicamentos!3m4!1s0xd442643a6908a57:0xfbc04cdd3f099f27!8m2!3d41.6743778!4d-3.6860555"
"Medicamentos Y Material Ganadero Cuniaran S.L.";0;0;"Tienda de comestibles, periódicos y medicamentos";41,6751998;-3,685729;"C/ San Francisco, 34, 09400 Aranda de Duero, Burgos";"M8G7+3P Aranda de Duero";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Medicamentos+Y+Material+Ganadero+Cuniaran+S.L./@41.6679259,-3.698363,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+comestibles,+peri%C3%B3dicos+y+medicamentos!3m4!1s0xd442643b097b56d:0x1bc9c4a9c960816d!8m2!3d41.6751998!4d-3.685729"
"Droguería Carma";5;1;"Tienda de comestibles, periódicos y medicamentos";41,660652;-3,6931281;"Calle Río Lobos, 09400 Aranda de Duero, Burgos";"M864+7P Aranda de Duero";"0";"947 54 66 10";"0";"0";"-";"https://www.google.es/maps/place/Droguer%C3%ADa+Carma/@41.6679259,-3.698363,15z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Tienda+de+comestibles,+peri%C3%B3dicos+y+medicamentos!3m4!1s0xd4426f817304687:0xdddc150182758ff5!8m2!3d41.660652!4d-3.6931281"
